SYMBOL	meta2d_pvalue
Dennd4b	0.785282
Gatad2b	1.23282
Ilf2	0.000848153
S100a13	0.0511895
S100a14	0
S100a16	0.000972535
S100a3	0
S100a2	0
S100a4	7.18327
S100a5	0
S100a6	8.525
S100a7a	0.169155
S100a8	0.255755
Pglyrp4	1.76155
Pglyrp3	1.10771
Sprr2a1|||Sprr2a2|||Sprr2a3|||Sprr2b	0.00747246
Sprr2a3|||Sprr2a1	0
Sprr2b	3.57191
Sprr2d	0.000189535
Sprr2e	3.85404e-09
Sprr2f	0
Sprr2g	2.31421e-07
Sprr2h	0.00678865
Sprr2i	5.76617e-15
Sprr2j-ps	10.8677
Sprr2k	1.68439e-09
Lce1c	1.29899e-13
Ywhaz	2.51257
Lce3b	0.372066
Lce3c	0.171691
Lce3d|||Lce3f|||Lce3a|||Lce3e|||Lce3b|||Lce3c	0.296707
Lce3e	0.0214316
Lce3f	0
Gm4858	0
Crnn	0
Flg2	0
Hrnr|||Flg	3.07001e-08
Rptn	1.42249
Tchh	2.16783
Tchhl1	3.48876e-06
S100a10	0.00296011
Tdpoz4|||Gm4858	1.2551e-12
Tdpoz3	8.95866e-07
Gm10696	0.0207377
Them4	0.384646
Them5	0.0963007
Rorc	1.01315
Lingo4	0
Tdrkh	0
Mrpl9	2.08296e-11
Celf3	17.2014
Selenbp2	6.56501e-07
Pogz	4.74913
Selenbp1	4.21889
Rfx5	3.5334
Pi4kb	0.947035
Vps72	0
Tmod4	1.17252
Sema6c	0
Cdc42se1	1.34703e-08
Mindy1	0
Cers2	0
Arnt	0
Ctsk	5.29526e-13
Ctss	0.0970269
Hormad1	0
Golph3l	0
Ensa	5.28758
Mcl1	0
Anp32e	0
Otud7b	1.61524
Mtmr11	0.0204009
Sf3b4	7.63948
Sv2a	5.28249
Hist2h2ab|||Hist2h2ac|||Hist2h2aa1|||Hist2h2aa2|||Hist1h2al|||Hist1h2ao|||H2afx|||Hist1h2ah|||Hist1h2ab|||Hist1h2af|||Hist1h2ai|||Hist1h2ak|||Hist1h2an|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac	7.95696e-06
Hist2h2be	2.74564
Hist2h2aa1|||Hist2h2aa2|||Hist2h2ac|||Hist1h2al|||Hist1h2ao|||H2afx|||Hist1h2ah|||Hist1h2ab|||Hist1h2af|||H2afj|||Hist1h2ai|||Hist1h2ak|||Hist1h2an|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac|||Hist2h2ab	0.274715
Hist2h2aa1|||Hist2h3c2|||Hist2h3c1|||Hist2h2aa2|||H2afx|||Hist2h2ac|||Hist1h2al|||Hist1h2ao|||Hist1h3f|||Hist1h3a|||Hist1h3g|||Hist1h3c|||Hist1h2ah|||Hist1h2ab|||Hist1h2af|||H2afj|||Hist1h2ai|||Hist1h2ak|||Hist1h2an|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac|||Hist1h3b|||Hist1h3d|||Hist1h3e|||Hist1h3h|||Hist1h3i|||Hist2h2ab|||Hist2h3b	1.85375
Hist2h3c2|||Hist2h3c1|||Hist2h3b|||Hist1h3f|||Hist1h3a|||Hist1h3g|||Hist1h3c|||Hist1h3b|||Hist1h3d|||Hist1h3e|||Hist1h3h|||Hist1h3i	0.947102
Hist2h3b|||Hist2h3c2|||Hist2h3c1|||Hist1h3f|||Hist1h3a|||Hist1h3g|||Hist1h3c|||Hist1h3b|||Hist1h3d|||Hist1h3h|||Hist1h3i|||Hist1h3e	4.18433e-10
Hist2h2bb	2.34463
Rnu1b6|||Rnu1b1|||Rnu1b2	0.508505
Rnu1b1|||Rnu1b2|||Rnu1b6	0.375427
Rnu1b1|||Rnu1b6|||Rnu1b2	0.375427
Hfe2	0.225171
Txnip	0.936413
Ankrd34a	0.0517437
Lix1l	2.60643
Rbm8a	2.4298
Pex11b	1.36226
Itga10	0.0249239
Ankrd35	0
Pias3	1.78996
Rnf115	0.00439188
Pdzk1	2.33453e-06
Gja5	7.73826e-05
Acp6	1.72684
Fmo5	5.89785
Prkab2	2.04076
Sec22b	2.15648e-08
Gm5544	0
Notch2	0.000179599
Adam30	0.119256
Reg4	3.68694
Hmgcs2	0.00184734
Zfp697	5.61767e-05
Ywhah	8.37231
Wars2	0
Tbx15	5.67592
Spag17	4.75709e-14
Gdap2	0
Gm12474	8.02527e-09
Vtcn1	9.36369e-09
Trim45	0
Igsf3	0.00240629
Nhlh2	0
Casq2	1.63112e-05
Ngf	0
Tspan2	1.60716e-12
Sike1	1.92772
Csde1	0.382721
Nras	0
Ampd1	6.29416e-06
Dennd2c	0.000173807
Bcas2	5.11392
Trim33	0
Syt6	3.51468e-05
Ap4b1	0
Bcl2l15	0.000179167
Ptpn22	0.998903
Rsbn1	1.64626
Phtf1	0.36734
Slc16a1	3.25656e-08
Ppm1j	1.4528
Rhoc	0
St7l	0.288429
4930564D02Rik	0
Kcnd3	6.46291e-13
Fam212b	0
Tmigd3	3.85207
Tmigd3|||Adora3	0.149362
Wdr77	0.00178611
Ovgp1	1.13429
Chia1	0.154039
Dennd2d	4.01367
Dram2	0.371422
Lrif1	0
Kcna3	0.415914
AI504432	2.20222
Kcna2	3.19139
Kcna10	1.19598e-06
Lamtor5	0
Slc16a4	0.346035
Alx3	1.08922e-10
Eps8l3	0
Gstm5	5.11694
Gm12500	1.92061e-05
Gnat2	1.3134e-13
Amigo1	5.94532
Psma5	0.352203
Sort1	3.53474e-11
Mybphl	0
Psrc1	0.000177232
1700013F07Rik	0.838468
Taf13	19.4458
Wdr47	4.65487
Clcc1	4.36004e-08
Aknad1	0.142346
Henmt1	3.2171e-06
Slc25a54	8.84532e-07
Slc25a24	0.491018
Vav3	3.48721
Col11a1	0
Olfm3	2.66996
Dph5	2.8173
Extl2	5.43651
Dbt	0
Lrrc39	0
Sass6	8.42415e-09
Frrs1	2.13724
Plppr5	0.00296015
Mir137	1.1762
Dpyd	4.32463e-15
Alg14	1.03791
Cnn3	0
4930432M17Rik	0.464531
F3	0
Arhgap29	1.16199e-10
Abca4	1.66074e-09
Gclm	8.31504e-07
Dnttip2	1.2186
Bcar3	4.59995
Pde5a	2.28721
Fabp2	0
1810037I17Rik	10.253
Sec24d	0
Prss12	0
Tram1l1	1.33063
Ptma|||Gm12504	3.54347e-09
Ndst4	1.29967
Arsj	3.21508e-07
Camk2d	2.70153
Mir302b	4.38155
Mir302c	7.00516
Mir302a	1.60349e-08
Mir302d	0
Mir367	0
Zgrf1	0.118111
Neurog2	0
Tifa	1.41515
Pitx2	5.03904
Pou5f1-rs4	5.47786e-14
Elovl6	2.62521e-13
Cfi	1.84475e-07
Pla2g12a	0.020541
Casp6	7.20771e-15
Col25a1	0
Etnppl	0.67768
Lef1	0.524405
Papss1	0
Dkk2	5.6396
Tbck	0.493188
Ints12	2.62994
Ppa2	1.02781e-06
Cxxc4	0.604621
Tacr3	0
Cenpe	0
Bdh2	0.0712392
Slc9b2	0
Slc9b1	0
Ube2d3	1.82823
Manba	0
Slc39a8	1.66452e-10
Ppp3ca	9.06176
Emcn	0.000131315
Ddit4l	2.55159e-10
H2afz|||Gm8203	6.92794
Dnajb14	0
Lamtor3	7.15726e-12
1110002E22Rik	0
Trmt10a	0.37156
Adh7	0
Adh1	2.50275
Adh6a	0.00334126
Adh6b	0.704312
Adh6-ps1	3.07321e-09
Adh4	0.683582
Adh5	2.41362
Eif4e	0.0960737
Mir1956	1.20546e-09
Tspan5	0
Stpg2	6.39792
Unc5c	0.213299
Gbp5	0
Gbp2b|||Gbp5	6.83346e-08
Gbp7	0.781047
Gbp3	5.16902
Gbp2|||Gbp2b	10.765
Kyat3	0.102613
Gtf2b	6.56388e-06
Selenof	0
Odf2l	3.68026e-12
Col24a1	2.8991e-13
Znhit6	0
Ddah1	2.44509
Rpl36a|||Gm6525	2.1642
Bcl10	1.17244
2410004B18Rik	3.48949
Syde2	2.8388
Mcoln3	7.27348e-09
Mcoln2	0
Lpar3	0
Ssx2ip	0
Ctbs	0
Gng5	0.00296011
Uox	6.69974e-09
Ttll7	1.86406
Gm5149	0.00215459
Adgrl4	3.35401
Fubp1	15.5692
Usp33	1.56212
Zzz3	0.463349
Pigk	6.36811
Asb17	1.81794e-13
Slc44a5	2.31091e-06
Cryz	2.04628e-09
Erich3	6.1339
Lrriq3	0
Negr1	12.0195
Zranb2	0
Mir186	0
Ptger3	0
1810013D15Rik	0
Ankrd13c	0
Lrrc40	0
Rpe65	3.8382
Wls	1.42469
Pex2	0
1700008P02Rik	6.4789e-10
Il7	1.21813
5330432E05Rik	0.474666
Gm6194	6.43565e-10
Hey1	1.5857e-14
Mrps28	1.11233e-09
Zfp704	0.00134469
Pag1	9.93095e-07
Pmp2	1.15984e-07
Fabp9	9.49005e-08
Fabp4	1.53487
Fabp12	0.000265502
Impa1	7.24403e-09
Slc10a5	0
Zfand1	2.12181
Snx16	3.36447e-07
Pgam1	2.17839
Gm10745	0.00358118
1810022K09Rik	0
Car1	5.01631e-08
Gm9733	2.8346e-07
Sirpb1a|||Sirpb1b|||LOC100038947	7.78433e-14
Sirpb1b|||Sirpb1a|||LOC100038947	0
Sirpb1a|||LOC100038947|||Sirpb1b	0.00222269
Gm5150	0
Gm5283	1.77835
Cyp7b1	1.55274
Armc1	0.25919
Pde7a	0
Crh	0.00390746
Hps3	0
Gyg	1.78191
Cpa3	1.37978e-08
Cpb1	1.04448e-12
Agtr1b	0.607331
Naaladl2	8.2823e-05
Kpna2	0.646533
Nlgn1	5.62862
Ect2	1.07475e-12
Fndc3b	4.10794e-09
Tmem212	8.5051e-14
Yae1d1	6.74288
Mecom	0
Gm10258	0
Actrt3	0.662103
Lrrc34	0
Lrrc31	1.44154e-15
Phc3	1.24549
Slc7a14	7.7524
Zmat3	3.27405
Kcnmb3	6.26153
Gnb4	7.29236
Mrpl47	0.597949
Pex5l	0
Ccdc39	2.9826e-05
Carhsp1	0.471704
Dnajc19	5.34812
Gm6639	0
Dcun1d1	0
Mccc1	3.23684e-06
Ccdc144b	8.62005e-09
Qrfpr	2.38447e-06
Anxa5	0.258796
Ccna2	2.10166
Bbs7	1.58139e-06
Trpc3	4.00277
Il2	0.100276
Il21	0
Fgf2os	0
Nudt6	2.41621
Gm5148	0.0950606
Ankrd50	4.95714e-12
1700017G19Rik	0
Mfsd8	1.13337e-08
Gm10731|||1700034I23Rik	7.92239e-08
1700034I23Rik	1.53922e-08
Pgrmc2	0.095763
Sclt1	0.022588
Pabpc4l	0.678787
1700018B24Rik	5.04239e-10
Pcdh18	2.78842
Slc7a11	1.01068e-13
Elf2	0.380393
Mgarp	7.19819
Setd7	0.0209969
Maml3	5.79194
Cog6	2.81994e-05
Rpl29|||Gm8210|||Gm8580|||Gm13213|||Gm10548|||Gm38503|||LOC102634483	1.66254
Frem2	1.29539e-07
Nhlrc3	8.79341e-14
Rps14	4.04385e-12
Ufm1	0.0945545
Exosc8	0.673802
Rfxap	0
Sertm1	9.97563
Ccna1	6.47822
Gm40051|||LOC101056032	0
Nbea	9.64777
Tm4sf1	0.153223
Wwtr1	5.32185
Commd2	0
Ankub1	12.592
Pfn2	1.68609e-08
Serp1	2.73218e-07
Erich6	2.86966
Siah2	5.49798e-09
Clrn1	7.13246e-09
Gpr171	6.17528
P2ry14	1.24618
P2ry14|||F630111L10Rik	0.760066
Gpr87	0.059718
P2ry13	0
P2ry12	0.0134258
Igsf10	0.176378
Gm5709	2.68191e-12
Gapdh|||Gm12070|||Gapdh-ps15|||Gm5523|||3000002C10Rik|||Gm5069|||Gm6498	1.89148
Dhx36	1.24317e-11
Gpr149	0.353679
Plch1	7.20771e-15
E130311K13Rik	0.0868529
Slc33a1	0
Vmn2r2|||Vmn2r1|||Vmn2r3|||Vmn2r4|||Vmn2r5|||Vmn2r-ps11	2.6026
Vmn2r4	0
Vmn2r5|||Vmn2r-ps11|||Vmn2r2	0.223488
Vmn2r-ps11	0
Ssr3	1.27328e-10
4931440P22Rik	0
Ccnl1	0
Veph1	0.113596
Shox2	0
Lxn	3.35194
Rarres1	1.98122e-10
Snrpd2	3.63554
Ift80	6.28761
Trim59	1.6836
Kpna4	0.175837
B3galnt1	3.03319
Sptssb	0.0108308
Sis	0.00768707
Slitrk3	0
Bche	0
Zbbx	0.79951
Serpini2	0.931355
Pdcd10	0.158759
Golim4	5.40821
Zfp114|||Zfp111|||Zfp108|||Zfp94|||Zfp93|||Zfp109	0.000169396
Ube2d2a	1.29614e-08
Rapgef2	0.1374
Fnip2	0
Etfdh	0
Rxfp1	0.00313778
Tmem144	0
Gria2	11.2547
Glrb	0.148822
Tdo2	0
Gucy1b3	0
Gucy1a3	0
Npy2r	0
Rbm46	5.23598e-06
Lrat	0
Fgb	0
Gm10710	0.165848
Tlr2	3.30674e-12
Tmem131l	9.14717
Mnd1|||Mnd1-ps	5.18955e-14
Trim2	3.13662
Fhdc1	2.44851
Arfip1	0.250944
Fbxw7as1	0.236684
Fbxw7	0.67445
Fam160a1	3.68026e-12
Glt28d2	8.27137e-07
Prss48	0
Snord73a	0
Rnu73b	1.03042e-10
Mab21l2	0.694224
Dclk2	1.87853
Cd1d1	0
Kirrel	1.36469e-07
Gm10705|||Ube2l3|||Gm10145|||LOC100861784	1.00908e-14
Fcrls	0.0872323
Gm6570|||Rpl30|||Gm12191|||Gm7429|||Gm5481|||Gm6109	2.72656
Lrrc71	0.116418
Pear1	0.000682077
Ntrk1	2.3683e-06
Prcc	2.47034
Rrnad1	0.510724
Bcan	1.23156e-09
Hapln2	2.1735
Naxe	0.0227032
Ttc24	0.6616
Rhbg	3.78936
Tsacc|||Rhbg	2.42492e-08
Tmem79	1.46525e-08
Bglap3	0
Bglap2|||Bglap|||Bglap3	0.490098
Bglap	1.32004
Pmf1	4.58754
Slc25a44	1.68674
Sema4a	7.54876
Lmna	0.17049
Rab25	8.05925e-08
Lamtor2	0
Rxfp4	0.369001
Syt11	2.96148
Msto1	0.934961
Dap3	2.05812
Rusc1	3.83108
Fdps	0.469924
Hcn3	0
Mtx1	5.86253
Mir92b	4.32463e-15
Trim46	3.61193e-08
Slc50a1	0.0845487
Efna1	0
Efna3	0
Efna4	2.13316
Adam15	0.556593
Dcst1	0.493503
Zbtb7b	2.64467
Lenep|||Flad1	0.289838
Cks1b	9.99365
Chrnb2	3.9291e-05
4632404H12Rik	0.0191206
Il6ra	4.51283
Atp8b2	11.8285
Hax1	0.382623
Ubap2l	1.86191
Rps27|||Rps27rt	1.24116e-10
Creb3l4	4.62863e-07
Slc27a3	0.222619
Ints3	2.5731
Npr1	1.56797e-08
Snapin	0.00197973
Chtop	0
S100a1	0
S100a9	0.379566
Lor	3.4597e-14
Prr9	1.62318e-11
Lelp1	0.000675394
Rpl3|||Gm5879	10.3742
Sprr1b	5.85124
Sprr3	0.257287
Sprr1a	1.38666
Sprr4	0.0127901
Ivl	0.022939
Smcp	2.53487e-12
Lce6a	2.7172e-10
Lce1a1	0
Lce1b	1.96516e-06
Lce1a2	3.06953e-07
Lce1d	2.51438
Lce1e	0.521572
Lce1f	3.59911
Lce1g	1.15633
Lce1h	0.769205
Lce1i	0.938691
Lce1j	0.454789
Lce1k	3.51823
Kprp	3.06438e-05
Lce1l	0
Lce3a	0.0206697
Crct1	1.49126e-05
Lce1m	0.927593
Tdpoz2	2.957
Tdpoz1	1.87805e-07
Gm9125|||Tdpoz1|||Gm10697|||Tdpoz5	4.15092e-11
Gm10697|||Tdpoz5|||Gm9125|||Tdpoz1	1.66409e-05
Oaz3	2.04677e-08
Riiad1	4.32463e-15
Snx27	3.03307
Tuft1	0.638397
Cgn	0
Psmb4	0
Zfp687	2.38887
Psmd4	6.83142
Pip5k1a	10.7755
Scnm1	0
Tnfaip8l2	5.5115e-13
Gabpb2	1.11501
Mllt11	0
Gm128	3.41413e-11
Bnipl	0.166188
Prune1	0.315655
Anxa9	4.61293e-14
Setdb1	0.637696
Adamtsl4	0.000343555
Ecm1	5.13167e-11
Tars2	0
Rprd2	8.38373e-05
Prpf3	0.0202023
Mrps21	1.57589e-06
Ciart	19.535
BC028528	8.63046
Car14	0.214802
Plekho1	5.15294e-09
Vps45	0.265025
Bola1	4.84095
Hist2h2ac|||Hist2h2aa1|||Hist2h2aa2|||Hist1h2ao|||H2afx|||Hist1h2ah|||Hist1h2ab|||Hist1h2af|||Hist1h2ai|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac|||Hist2h2ab|||Hist1h2al|||H2afj|||Hist1h2ak|||Hist1h2an	0.0204263
Hist2h3c2	2.10516
Hist2h2aa2|||Hist2h2aa1|||Hist1h2al|||Hist2h2ac|||Hist1h2ao|||H2afx|||Hist1h2ah|||Hist1h2ab|||Hist1h2af|||H2afj|||Hist1h2ai|||Hist1h2ak|||Hist1h2an|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac|||Hist2h2ab	0.412976
Hist2h4	1.6817e-07
Fcgr1	0.037678
Terc	2.74856
BC107364	0
Gm15441	0
Polr3gl	0
6330549D23Rik	0.229629
Nudt17	1.42873e-13
Polr3c	1.44154e-15
Cd160	7.84839e-13
Gpr89	3.04864
Gja8	2.22013
Bcl9	0.824967
Olfr1402	0
Chd1l	4.40299e-06
Pde4dip	0.867632
Phgdh	2.33722e-12
Hsd3b4|||Gm10681|||Gm4450|||Hsd3b5	2.80019e-05
Hsd3b5	1.08624
Hsd3b2	0
Hsd3b3	1.88662
Hsd3b6	0.738929
Hsd3b1	0
Hao2	2.91127e-09
Wdr3	0.00455212
Fam46c	0
Man1a2	0.000932393
Ttf2	4.49007e-07
Cd101	0
Ptgfrn	0
Cd2	0
Atp1a1	0.79938
Mab21l3	1.60405e-07
Slc22a15	0
Vangl1	0.252387
Tshb	2.32046
Sycp1	0.902172
Nr1h5	0.347513
Atg4a	0.00296011
LOC269472	0
Olfml3	1.72985e-14
Hipk1	2.33398
Dclre1b	0
Phtf1os	3.90259e-05
Magi3	6.03218e-07
Gm5546	0
Lrig2	0.0683321
Gm6485|||H3f3b	5.05004
Fam19a3	0.820973
Mov10	0.104112
Capza1	1.78479
Wnt2b	6.29715e-08
Cttnbp2nl	2.92337e-09
Kcnd3os	0
Ddx20	3.2944
Rap1a	5.58464e-10
I830077J02Rik	1.43377e-08
Atp5f1	0
Pifo	0.510257
Chil5	0.156638
Chil3	0
Chil4	6.43988e-09
Chil6	0.643609
2010016I18Rik	0.000594436
Cept1	1.94294
Cd53	0.908436
Olfr266	4.83173e-11
Cym	0
Prok1	1.84733e-06
Rbm15	1.0219
Kcnc4	1.87563e-08
Slc6a17	19.2939
Ubl4b	0
Strip1	1.43626
Ahcyl1	3.7
Csf1	0.313901
4933431E20Rik	0.013567
Gstm7	2.06181
Gstm6	0.028648
Gstm3	0
Gstm2	1.24982
Gstm1	0.463674
Gstm4	0
Ampd2	3.84287
Gnai3	0.213896
Gpr61	0
Cyb561d1	4.34381e-10
Atxn7l2|||Sypl2	0.05119
Sypl2	0.0208275
Gm12522	2.42956e-07
Celsr2	0.483557
Sars	12.628
5330417C22Rik	13.9782
Tmem167b	0.211949
Gpsm2	5.48409
Stxbp3	0.309297
Fndc7	4.62687e-05
Prpf38b	0
Fam102b	0.057716
Ntng1	0.000545116
Prmt6	0.0570602
Amy2b|||Amy2a5|||Amy2a4|||Amy2a3|||Amy2a2	0
Amy2a5|||Amy2a4|||Amy2a3|||Amy2a2|||Amy2b|||Amy2a1	1.27045
Amy2a5|||Amy2a4|||Amy2a3|||Amy2a2|||Amy2a1|||Amy2b	1.60648
Amy1	1.45624
Rnpc3	1.49256e-08
S1pr1	4.20549e-09
A930005H10Rik	0
Slc30a7	9.14502e-07
Vcam1	0.0957212
Gpr88	3.13234e-06
Cdc14a	0.0540319
Rtca	1.0985
Trmt13	1.11062e-09
Mfsd14a	2.41641
Slc35a3	0
Agl	2.6451e-07
Palmd	0
1700061I17Rik	0
Plppr4	1.70052
Snx7	1.54555
Ptbp2	1.86561
Rwdd3	0.958127
Tmem56	0
Slc44a3	7.0297e-06
A730020M07Rik	0.637642
Abcd3	0
Fnbp1l	2.7647
Usp53	0.463145
Myoz2	2.07459
Synpo2	1.41798e-06
Mettl14	0
Snora24|||Snhg8	2.3666
Ndst3	1.34975
1700006A11Rik	0.0235672
1700003H04Rik	0.0118114
Ugt8a	0.0217764
Ank2	4.47056
Alpk1	2.41074e-12
Ap1ar	0.236968
Fam241a	0.000411551
Enpep	0
Egf	0.611816
Lrit3	0
Rrh	2.39082
Gar1	0
Mcub	5.92327
Sec24b	4.05418
Ostc	0.0511905
Rpl34	1.35218
Hadh	0
Cyp2u1	1.14616e-06
Sgms2	0
Aimp1	0.000329632
Npnt	0
Gstcd	0.100945
Arhgef38	1.80206e-05
Tet2	0.00577804
Nfkb1	0
Cisd2	4.32463e-15
Bank1	2.42164e-08
Gm4861	0.0219946
Dapp1	3.45675
Gm5105	0
Mttp	2.93903
4930579F01Rik	4.96965e-09
Metap1	0
2410002F23Rik	1.46504
Rap1gds1	0.467893
Pdha2	6.42431e-12
Bmpr1b	0.000215153
Pdlim5	1.99818e-05
Pkn2	4.26591e-10
Lmo4	0
Hs2st1	0.080604
Sh3glb1	1.48355
Clca3a1	0
Clca3a2|||Clca3a1	0.00016078
Clca3b	1.01806e-08
Clca4a	0
Clca4c-ps|||Clca4b|||Clca4a	0
Clca4b	0
Clca1	0.0741097
Clca2	0
Cyr61	1.01869e-11
Wdr63	0.811454
Gm10636	0
Dnase2b	9.51014e-09
Spata1	0.0842923
Rpf1	0
4930503B20Rik	0.70311
Prkacb	3.4597e-14
Adgrl2	2.40138
Ifi44	0.00445729
Ifi44l	0
Ptgfr	5.11075e-11
Gipc2	2.30647e-14
Dnajb4	4.14152
Nexn	5.311
Miga1	0
Ak5	0.576613
St6galnac5	1.98528
St6galnac3	0.611679
Ube2l3|||Gm10705|||Gm10145	0
5730460C07Rik	1.01997e-12
Msh4	6.9194e-14
Rabggtb	2.5598
Acadm	0
Lhx8	0
Tyw3	1.82582e-06
Tnni3k	3.89088e-12
Fpgt	2.7548
Cth	0
Srsf11	0.861022
Lrrc7	16.2356
Tgs1	1.10901e-06
Lyn	0
6330407A03Rik	2.16231e-14
Chchd7	3.06717
Fam110b	3.60128e-08
Ubxn2b	2.10866e-08
Sdcbp	1.55577
Rab2a	0.938843
Chd7	0
Clvs1	6.77485
Gdf6	0
2610301B20Rik	0
Trp53inp1	4.66649
Ccne2	0.153134
Gm11821|||Gxylt1	0
Virma	0.0579744
Rad54b|||Fsbp	0.00745076
Gem	4.12047
Cdh17	5.60854e-08
Rbm12b2	1.6298
Rbm12b1|||Rbm12b2	3.6847
Triqk	6.00344e-08
Runx1t1	0
Myl6|||Gm10080|||LOC102635661	3.42368
Tmem55a	1.18569
Tmem64	6.05448e-14
Calb1	0.908081
Nbn	4.37108e-13
Mmp16	2.05955
Cngb3	0.0203409
Rmdn1	0
Slc7a13	6.82374
Ttpa	0.00057521
Ggh	5.52324e-07
Ccnc	0.942791
Usp45	2.45121
Pnisr	0.32421
Coq3	0.0993487
Faxc	2.17609e-08
Fbxl4	2.04328
Mms22l	0.288151
Ndufaf4	5.767
Gpr63	3.58391
Prdx6-ps2	1.64337
Epha7	0
Map3k7	0.359492
Bach2	0
Casp8ap2	0
Mdn1	12.1067
Lyrm2	7.55943e-11
Rragd	1.03735e-08
Ube2j1	0.547219
Gabrr2	1.00908e-14
Gabrr1	0.671719
Srsf12	17.6342
Rngtt	9.19867
Cnr1	0
Akirin2	0.474237
Rars2	2.00416
Cga	0.000229138
Ifnk	1.22423
1700009N14Rik	9.49637e-09
Aco1	0
Smim27	4.41363
Tmem215	0
Dnaja1|||Mir207	0.0665651
Spink4	0.572834
Chmp5	2.88854
Nfx1	4.6235
Ube2r2	0
Ubap1	3.97217
Nudt2	0.0958625
Fam219aos	3.16824
Dnaic1	1.459
Galt	1.15787
Il11ra1|||Gm13305|||Gm2002|||Il11ra2|||LOC100861969	1.15915
LOC101055676|||4933409K07Rik|||Gm3893|||Gm29804|||Gm5859|||Gm9615|||Gm21158	5.459
Gm3893|||LOC101055676|||4933409K07Rik|||Gm29804|||Gm21158|||Gm5859|||Gm9615	6.00432
Gm5859|||LOC101055676|||4933409K07Rik|||Gm3893|||Gm29804|||Gm21158|||Gm9615	6.00432
Gm13304|||Gm10591|||Gm21541|||Ccl21b|||Ccl21c|||LOC100041504|||LOC100041593|||Gm1987|||Ccl21a	6.99714
LOC100043921|||LOC100861618|||Ccl19|||Gm2023|||Gm12407|||Gm21104|||Gm2457|||Gm2564|||Gm13309|||LOC100043918	0.806292
Gm3893|||Gm5859|||LOC101055676|||4933409K07Rik|||Gm29804|||Gm9615|||Gm21158	9.05979
Gm13304|||Gm10591|||Gm21541|||Ccl21b|||Ccl21c|||LOC100041504|||Gm1987|||Ccl21a|||LOC100041593	6.99714
Gm13306|||Ccl27b|||Gm2506|||LOC100861978|||Ccl27a	2.35985
LOC101055676|||4933409K07Rik|||Gm3893|||Gm29804|||Gm9615|||Gm21158|||Gm5859	9.53472
Gm3893|||LOC100041516|||LOC101055676|||4933409K07Rik|||Gm29804|||Gm9615|||Gm21158|||Gm5859	10.0585
Gm3893|||LOC101055676|||4933409K07Rik|||Gm29804|||Gm9615|||Gm21158|||Gm5859	8.06077
Gm2457|||Gm2564|||Ccl19|||Gm2023|||Gm12407|||Gm21104|||Gm13309|||LOC100043921|||LOC100861618|||LOC100043918	1.09732
Phf24	1.16726
Dnajb5	1.00551e-05
1700022I11Rik	6.19003e-11
Unc13b	1.72985e-14
Atp8b5	0
Rusc2	0.155459
Tesk1	1.88483
Ccdc107	0
Car9	4.13169e-05
Creb3	0.0269358
Rgp1	9.81043e-09
Npr2	0.432669
Serf2	4.40815
Tmem8b	4.9202
Hrct1	0.00308832
Spaar	3.14326e-09
Olfr155	1.07995
Reck	0.371911
Glipr2	7.70392e-12
Ccin	0
Clta	8.96535
Gm12504	0
Melk	0
Zcchc7	0
Grhpr	4.19939e-08
1700055D18Rik	7.04113e-13
Polr1e	2.96467e-10
Frmpd1	4.28674
Trmt10b	1.90505
Dcaf10	0
Gm829	1.29739e-14
Stra6l	4.16607e-11
Aldh1b1	1.51703
Ccdc180	2.85484
Tdrd7	4.74534e-10
Tmod1	8.67378
Ncbp1	0
Foxe1	0.0529838
Anp32b	0.93079
Nans	1.78202e-08
Galnt12	0
Col15a1	7.71866e-13
Tgfbr1	0.315928
Nr4a3	8.52347
Stx17	0
Invs	0.00296886
Msantd3	6.15471
Tmeff1	0.217273
Cavin4	0.0975636
Plppr1	0
Zfp189	2.61967e-10
Rnf20	0.438709
Cylc2	0.0163781
Smc2	2.98885
Toporsl	1.64556e-09
Olfr275|||4930552N02Rik	2.66844
Olfr270	0
Nipsnap3a	0.0519395
Nipsnap3b	3.80376e-09
Slc44a1	1.22371
Fsd1l	7.94504
Fktn	1.19791
Tal2	0.0237892
Tmem38b	0.798358
Zfp462	1.30574
Rpl29|||Gm8210|||Gm8580|||Gm13213|||Gm10548|||LOC102634483	2.08458
Rad23b	4.9579
Gm12511	1.17149e-12
Actl7a	0.418222
Fam206a	1.32688
Pakap|||Palm2	3.00541
Akap2|||Pakap	3.9383e-09
Pakap	2.99365
Musk	0
Zkscan16	7.94248
Dnajc25	8.17697e-07
Gng10	4.59676
Ugcg	1.40116e-05
Hsdl2	0
E130308A19Rik	0.00218334
Snx30	0.368437
Mup-ps16|||Mup-ps12|||Mup-ps8|||Gm13773|||Gm21286|||Mup16|||LOC102631971	1.95204
